DOI	Author	Standard_Author
10.1101/052209	Bernie Devlin	Bernie Devlin
10.1101/052209	Bin Zhang	Bin Zhang
10.1101/052209	Chang-Gyu Hahn	Chang-Gyu Hahn
10.1101/052209	Cong Lu	Cong Lu
10.1101/052209	Dalila Pinto	Dalila Pinto
10.1101/052209	David A Bennett	David Bennett
10.1101/052209	David A Lewis	David Lewis
10.1101/052209	David H Kavanagh	David Kavanagh
10.1101/052209	Douglas M Ruderfer	Douglas Ruderfer
10.1101/052209	Edwin C Oh	Edwin Oh
10.1101/052209	Eli A Stahl	Eli Stahl
10.1101/052209	Enrico Dominici	Enrico Dominici
10.1101/052209	Eric E Schadt	Eric Schadt
10.1101/052209	Hardik R Shah	Hardik Shah
10.1101/052209	Hiroyoshi Toyoshiba	Hiroyoshi Toyoshiba
10.1101/052209	Jessica S Johnson	Jessica Johnson
10.1101/052209	Joel Dudley	Joel Dudley
10.1101/052209	John F Fullard	John Fullard
10.1101/052209	Jonathan M.J. Derry	Jonathan Derry
10.1101/052209	Joseph D Buxbaum	Joseph Buxbaum
10.1101/052209	Jun Zhu	Jun Zhu
10.1101/052209	Kathryn Roeder	Kathryn Roeder
10.1101/052209	Keisuke Hira	Keisuke Hira
10.1101/052209	Konrad Talbot	Konrad Talbot
10.1101/052209	Kristen Dang	Kristen Dang
10.1101/052209	Kristen J Brennand	Kristen Brennand
10.1101/052209	Lambertus L Klei	Lambertus Klei
10.1101/052209	Lara M Mangravite	Lara Mangravite
10.1101/052209	Leslie A Shinobu	Leslie Shinobu
10.1101/052209	Li Xie	Li Xie
10.1101/052209	Mahsa Parvisi	Mahsa Parvisi
10.1101/052209	Menachem Fromer	Menachem Fromer
10.1101/052209	Mette A Peters	Mette Peters
10.1101/052209	Milind C Mahajan	Milind Mahajan
10.1101/052209	Nicholas Katsanis	Nicholas Katsanis
10.1101/052209	Pamela Sklar	Pamela Sklar
10.1101/052209	Panos Roussos	Panos Roussos
10.1101/052209	Patrick F Sullivan	Patrick Sullivan
10.1101/052209	Phil L De Jager	Phil De Jager
10.1101/052209	Raquel E Gur	Raquel Gur
10.1101/052209	Robin Kramer	Robin Kramer
10.1101/052209	Scott E Hemby	Scott Hemby
10.1101/052209	Shaun M Purcell	Shaun Purcell
10.1101/052209	Solveig K Sieberts	Solveig Sieberts
10.1101/052209	Thanneer M Perumal	Thanneer Perumal
10.1101/052209	Towfique Raj	Towfique Raj
10.1101/052209	Tymor Hamamsy	Tymor Hamamsy
10.1101/052209	Vahram Haroutonian	Vahram Haroutonian
10.1101/052209	Ying-Chih Wang	Ying-Chih Wang
10.1101/052209	Zeynep H Gumus	Zeynep Gumus
10.1101/052217	Lihua Jin	Lihua Jin
10.1101/052217	Xiaochun Wang	Xiaochun Wang
10.1101/052217	Ziguang Liu	Ziguang Liu
10.1101/052225	Bo Wang	Bo Wang
10.1101/052225	Emma Pierson	Emma Pierson
10.1101/052225	Junjie Zhu	Junjie Zhu
10.1101/052225	Serafim Batzoglou	Serafim Batzoglou
10.1101/052241	Erik Clark	Erik Clark
10.1101/052241	Michael Akam	Michael Akam
10.1101/052266	Robert William Rankin	Robert Rankin
10.1101/052274	Aakash Pandey	Aakash Pandey
10.1101/052282	Alain Destexhe	Alain Destexhe
10.1101/052282	Bartosz Telenczuk	Bartosz Telenczuk
10.1101/052282	Eric Halgren	Eric Halgren
10.1101/052282	Michel Le Van Quyen	Michel Le Van Quyen
10.1101/052282	Nicholas G Hatsopoulos	Nicholas Hatsopoulos
10.1101/052282	Nima Dehghani	Nima Dehghani
10.1101/052282	Sydney S Cash	Sydney Cash
10.1101/052290	Jean-Baptiste Andre	Jean-Baptiste Andre
10.1101/052290	Nicolas Baumard	Nicolas Baumard
10.1101/052290	Stephane Debove	Stephane Debove
10.1101/052308	Alkes L Price	Alkes Price
10.1101/052308	Christian Fuchsberger	Christian Fuchsberger
10.1101/052308	Goncalo R Abecasis	Goncalo Abecasis
10.1101/052308	Hilary K Finucane	Hilary Finucane
10.1101/052308	Lukas Forer	Lukas Forer
10.1101/052308	Petr Danecek	Petr Danecek
10.1101/052308	Pier Francesco Palamara	Pier Palamara
10.1101/052308	Po-Ru Loh	Po-Ru Loh
10.1101/052308	Richard Durbin	Richard Durbin
10.1101/052308	Sebastian Schoenherr	Sebastian Schoenherr
10.1101/052308	Shane McCarthy	Shane McCarthy
10.1101/052308	Yakir A Reshef	Yakir Reshef
10.1101/052316	Fatao liu	Fatao liu
10.1101/052316	Fei Zhang	Fei Zhang
10.1101/052316	Haibin Liang	Haibin Liang
10.1101/052316	Hao Weng	Hao Weng
10.1101/052316	Huaifeng Li	Huaifeng Li
10.1101/052316	Jiasheng Mu	Jiasheng Mu
10.1101/052316	Kai Zhang	Kai Zhang
10.1101/052316	Lin Jiang	Lin Jiang
10.1101/052316	Maolan Li	Maolan Li
10.1101/052316	Runfa Bao	Runfa Bao
10.1101/052316	Shanshan Xiang	Shanshan Xiang
10.1101/052316	Shibo Liu	Shibo Liu
10.1101/052316	Shuai Zhao	Shuai Zhao
10.1101/052316	Tieliang Ma	Tieliang Ma
10.1101/052316	Wei Gong	Wei Gong
10.1101/052316	Wei Lu	Wei Lu
10.1101/052316	Wenguang Wu	Wenguang Wu
10.1101/052316	Xiangsong Wu	Xiangsong Wu
10.1101/052316	Xu-an Wang	Xu-an Wang
10.1101/052316	Yijian Zhang	Yijian Zhang
10.1101/052316	Yijun Shu	Yijun Shu
10.1101/052316	Yingbin Liu	Yingbin Liu
10.1101/052316	Yuan Gao	Yuan Gao
10.1101/052316	Yun Liu	Yun Liu
10.1101/052316	Yun Zhang	Yun Zhang
10.1101/052316	Yunping Hu	Yunping Hu
10.1101/052324	Adrien Jouary	Adrien Jouary
10.1101/052324	German Sumbre	German Sumbre
10.1101/052332	Deanna Soper	Deanna Soper
10.1101/052332	Willow Macy	Willow Macy
10.1101/052340	Alexandre Fligelman Kanas	Alexandre Kanas
10.1101/052340	Amadou Alpha Sall	Amadou Sall
10.1101/052340	Antonio Gomes Amorim Filho	Antonio Filho
10.1101/052340	Carla Longo de Freitas	Carla de Freitas
10.1101/052340	Carla Torres Braconi	Carla Braconi
10.1101/052340	Carolina Manganeli Polonio	Carolina Polonio
10.1101/052340	Claudia da Costa Leite	Claudia da Costa Leite
10.1101/052340	Cristiano Rossato	Cristiano Rossato
10.1101/052340	David Anibal Garrido Andrade	David Andrade
10.1101/052340	Erica Araujo Mendes	Erica Mendes
10.1101/052340	Fernando Kok	Fernando Kok
10.1101/052340	Jean Pierre Schatzmann Peron	Jean Peron
10.1101/052340	Joao Leonardo Mendonca Dias	Joao Dias
10.1101/052340	Joelma Queiroz Andrade	Joelma Andrade
10.1101/052340	Leandro Tavares Lucato	Leandro Lucato
10.1101/052340	Lisa Suzuki	Lisa Suzuki
10.1101/052340	Luis Carlos de Souza Ferreira	Luis de Souza Ferreira
10.1101/052340	Marielton dos Passos Cunha	Marielton Cunha
10.1101/052340	Mauro M Hanaoka	Mauro Hanaoka
10.1101/052340	Paolo Marinho de Andrade Zanotto	Paolo de Andrade Zanotto
10.1101/052340	Patricia Beltrao-Braga	Patricia Beltrao-Braga
10.1101/052340	Robert Andreata Santos	Robert Santos
10.1101/052340	Rossana Pulcineli Vieira Francisco	Rossana Francisco
10.1101/052340	Wesley Nogueira Brandao	Wesley Brandao
10.1101/052357	Donald M. Waller	Donald Waller
10.1101/052357	Donald Macgregor Waller	Donald Waller
10.1101/052381	Jiblal Upadhya	Jiblal Upadhya
10.1101/052381	Manzur R Farazi	Manzur Farazi
10.1101/052381	Mehdi Maadooliat	Mehdi Maadooliat
10.1101/052381	Naveen K Bansal	Naveen Bansal
10.1101/052381	Steven J Schrodi	Steven Schrodi
10.1101/052381	Xiang Li	Xiang Li
10.1101/052381	Zhan Ye	Zhan Ye
10.1101/052399	Alexandra M. Cantley	Alexandra Cantley
10.1101/052399	Arielle Woznica	Arielle Woznica
10.1101/052399	Christine Beemelmanns	Christine Beemelmanns
10.1101/052399	Elizaveta Freinkman	Elizaveta Freinkman
10.1101/052399	Jon Clardy	Jon Clardy
10.1101/052399	Nicole King	Nicole King
10.1101/052415	Anais Martinez	Anais Martinez
10.1101/052415	Arshad M. Khan	Arshad Khan
10.1101/052415	Carl S. Lieb	Carl Lieb
10.1101/052415	Daniel F. Hughes	Daniel Hughes
10.1101/052415	Eli Greenbaum	Eli Greenbaum
10.1101/052415	Ellen M. Walker	Ellen Walker
10.1101/052415	Kenichiro Negishi	Kenichiro Negishi
10.1101/052415	Paul M. Gignac	Paul Gignac
10.1101/052431	Emily G Atlas	Emily Atlas
10.1101/052431	Marie Gendrel	Marie Gendrel
10.1101/052431	Oliver Hobert	Oliver Hobert
10.1101/052472	Arun Prakash	Arun Prakash
10.1101/052472	Deepa Agashe	Deepa Agashe
10.1101/052472	Imroze Khan	Imroze Khan
10.1101/052480	Carl Schreck	Carl Schreck
10.1101/052480	Jorn Hartung	Jorn Hartung
10.1101/052480	Lucy Hu	Lucy Hu
10.1101/052480	Morgan Delarue	Morgan Delarue
10.1101/052480	Oskar Hallatschek	Oskar Hallatschek
10.1101/052480	Pawel Gniewek	Pawel Gniewek
10.1101/052480	Stephan Herminghaus	Stephan Herminghaus
10.1101/052498	Basuthkar J. Rao	Basuthkar Rao
10.1101/052498	Ishita S. Mehta	Ishita Mehta
10.1101/052498	Sarosh N. Fatakia	Sarosh Fatakia
10.1101/052514	Gassan Nazzal	Gassan Nazzal
10.1101/052530	Choayang Wang	Choayang Wang
10.1101/052530	Hiong Lim Leng	Hiong Leng
10.1101/052530	Ian Chambers	Ian Chambers
10.1101/052530	Lili Sun	Lili Sun
10.1101/052530	Paul Robson	Paul Robson
10.1101/052530	Tapan Kumar Mistri	Tapan Mistri
10.1101/052530	Thorsten Wohland	Thorsten Wohland
10.1101/052530	Wei Ping Ng	Wei Ng
10.1101/052530	Wibowo Arindrarto	Wibowo Arindrarto
10.1101/052548	Christina Papageorgopoulou	Christina Papageorgopoulou
10.1101/052548	Mathias Currat	Mathias Currat
10.1101/052548	Nuno M Silva	Nuno Silva
10.1101/052548	Susanne Kreutzer	Susanne Kreutzer
10.1101/052555	Andrew Pelling	Andrew Pelling
10.1101/052555	Corinne Gullekson	Corinne Gullekson
10.1101/052555	James L. Harden	James Harden
10.1101/052555	Matthew Walker	Matthew Walker
10.1101/052563	Angela Zack	Angela Zack
10.1101/052563	Ansuman Chattopadhyay	Ansuman Chattopadhyay
10.1101/052563	Carrie L Iwema	Carrie Iwema
10.1101/052563	John LaDue	John LaDue
10.1101/052571	Aldons J. Lusis	Aldons Lusis
10.1101/052571	Amy Leung	Amy Leung
10.1101/052571	Brian W. Parks	Brian Parks
10.1101/052571	Candi Trac	Candi Trac
10.1101/052571	Dustin E. Schones	Dustin Schones
10.1101/052571	Juan Du	Juan Du
10.1101/052571	Rama Natarajan	Rama Natarajan
10.1101/052589	Istvan Zoltan Kiss	Istvan Kiss
10.1101/052589	Luc Berthouze	Luc Berthouze
10.1101/052589	Rosanna Barnard	Rosanna Barnard
10.1101/052597	Benjamin Bolduc	Benjamin Bolduc
10.1101/052597	Bonnie L Hurwitz	Bonnie Hurwitz
10.1101/052597	Ken Youens-Clark	Ken Youens-Clark
10.1101/052597	Matthew B Sullivan	Matthew Sullivan
10.1101/052597	Simon Roux	Simon Roux
10.1101/052605	Caroline Labelle	Caroline Labelle
10.1101/052605	Genevieve Boucher	Genevieve Boucher
10.1101/052605	Sebastien Lemieux	Sebastien Lemieux
10.1101/052621	Fang-Chieh Chou	Fang-Chieh Chou
10.1101/052621	Kalli Kappel	Kalli Kappel
10.1101/052621	Rhiju Das	Rhiju Das
10.1101/052621	Wipapat Kladwang	Wipapat Kladwang
10.1101/052662	Anand Mayakonda	Anand Mayakonda
10.1101/052662	H Phillip Koeffler	H Koeffler
10.1101/052670	Alexander P.A. Stegmann	Alexander Stegmann
10.1101/052670	Bert B.A. de Vries	Bert de Vries
10.1101/052670	Christian Gilissen	Christian Gilissen
10.1101/052670	Erik-Jan Kamsteeg	Erik-Jan Kamsteeg
10.1101/052670	Ernie M.H.F. Bongers	Ernie Bongers
10.1101/052670	Han G. Brunner	Han Brunner
10.1101/052670	Helger G. Yntema	Helger Yntema
10.1101/052670	Ineke van der Burgt	Ineke van der Burgt
10.1101/052670	Joris A. Veltman	Joris Veltman
10.1101/052670	Katharina Lohner	Katharina Lohner
10.1101/052670	Lisenka E.L.M. Vissers	Lisenka Vissers
10.1101/052670	Maaike Vreeburg	Maaike Vreeburg
10.1101/052670	Marcel R. Nelen	Marcel Nelen
10.1101/052670	Margot R.F. Reijnders	Margot Reijnders
10.1101/052670	Marjolein H. Willemsen	Marjolein Willemsen
10.1101/052670	Patrick Rump	Patrick Rump
10.1101/052670	Petra de Vries	Petra de Vries
10.1101/052670	Rolph Pfundt	Rolph Pfundt
10.1101/052670	Servi Stevens	Servi Stevens
10.1101/052670	Stefan H. Lelieveld	Stefan Lelieveld
10.1101/052670	Tjitske Kleefstra	Tjitske Kleefstra
10.1101/052670	Tuula Rinne	Tuula Rinne
10.1101/052688	Andrew J. Page	Andrew Page
10.1101/052688	Jacqueline A. Keane	Jacqueline Keane
10.1101/052688	Julian Parkhill	Julian Parkhill
10.1101/052688	Martin Hunt	Martin Hunt
10.1101/052688	Michael A. Quail	Michael Quail
10.1101/052688	Nishadi De Silva	Nishadi De Silva
10.1101/052688	Simon R. Harris	Simon Harris
10.1101/052688	Thomas D. Otto	Thomas Otto
10.1101/052696	Abdoulaye A. Djimde	Abdoulaye Djimde
10.1101/052696	Adam J. Reid	Adam Reid
10.1101/052696	Benjamin Ollomo	Benjamin Ollomo
10.1101/052696	Chris I. Newbold	Chris Newbold
10.1101/052696	Dominic P. Kwiatkowski	Dominic Kwiatkowski
10.1101/052696	Franck Prugnolle	Franck Prugnolle
10.1101/052696	Francois Renaud	Francois Renaud
10.1101/052696	Gavin G. Rutledge	Gavin Rutledge
10.1101/052696	James S. McCarthy	James McCarthy
10.1101/052696	John W. Barnwell	John Barnwell
10.1101/052696	Lucas Amenga-Etego	Lucas Amenga-Etego
10.1101/052696	Magnus Manske	Magnus Manske
10.1101/052696	Mandy Sanders	Mandy Sanders
10.1101/052696	Matthew Berriman	Matthew Berriman
10.1101/052696	Nicholas M. Anstey	Nicholas Anstey
10.1101/052696	Oumou Maiga-Ascofare	Oumou Maiga-Ascofare
10.1101/052696	Ric N. Price	Ric Price
10.1101/052696	Sarah Auburn	Sarah Auburn
10.1101/052696	Thomas D. Otto	Thomas Otto
10.1101/052696	Tobias O. Apinjoh	Tobias Apinjoh
10.1101/052696	Ulrike Boehme	Ulrike Boehme
10.1101/052704	Ana Marta Silva	Ana Silva
10.1101/052704	Ana Xavier de Carvalho	Ana de Carvalho
10.1101/052704	Antonio Jose Pereira	Antonio Pereira
10.1101/052704	Boris Rubinstein	Boris Rubinstein
10.1101/052704	Daniel Sampaio Osorio	Daniel Osorio
10.1101/052704	Helder Maiato	Helder Maiato
10.1101/052704	Ines Mendes Mendes Pinto	Ines Pinto
10.1101/052704	Ivo Andreas A Telley	Ivo Telley
10.1101/052704	Reto Gassmann	Reto Gassmann
10.1101/052712	Aaron McKenna	Aaron McKenna
10.1101/052712	Alexander Franz F Schier	Alexander Schier
10.1101/052712	Gregory Findlay	Gregory Findlay
10.1101/052712	James A Gagnon	James Gagnon
10.1101/052712	Jay Shendure	Jay Shendure
10.1101/052712	Marshall Horwitz	Marshall Horwitz
10.1101/052720	Gregor Volberg	Gregor Volberg
10.1101/052720	Maria Wimber	Maria Wimber
10.1101/052720	Marie-Chrisin Fellner	Marie-Chrisin Fellner
10.1101/052720	Mark W Greenlee	Mark Greenlee
10.1101/052720	Markus Goldhacker	Markus Goldhacker
10.1101/052720	Simon Hanslmayr	Simon Hanslmayr
10.1101/052738	Andrzej Lesicki	Andrzej Lesicki
10.1101/052738	Andrzej Zielezinski	Andrzej Zielezinski
10.1101/052738	Robert Sobkowiak	Robert Sobkowiak
10.1101/052738	Wojciech M Karlowski	Wojciech Karlowski
10.1101/052746	Kenneth Boerner	Kenneth Boerner
10.1101/052746	Peter B. B Becker	Peter Becker
10.1101/052761	Yann Bourgeois	Yann Bourgeois
10.1101/052795	Carme Arnan	Carme Arnan
10.1101/052795	Emilio Palumbo	Emilio Palumbo
10.1101/052795	Estel Aparicio-Prat	Estel Aparicio-Prat
10.1101/052795	Julia Ponomarenko	Julia Ponomarenko
10.1101/052795	Roderic Guigo	Roderic Guigo
10.1101/052795	Rory Johnson	Rory Johnson
10.1101/052795	Taisia Polidori	Taisia Polidori
10.1101/052795	Toni Hermoso	Toni Hermoso
10.1101/052803	John Martens	John Martens
10.1101/052803	Lodewyk Wessels	Lodewyk Wessels
10.1101/052803	Sander Canisius	Sander Canisius
10.1101/052811	James Mahaffey	James Mahaffey
10.1101/052811	Juan Rosario	Juan Rosario
10.1101/052829	Abdel Abdellaoui	Abdel Abdellaoui
10.1101/052829	Bart M.L. Baselmans	Bart Baselmans
10.1101/052829	Beate St Pourcain	Beate St Pourcain
10.1101/052829	Catherina E.M. van Beijsterveldt	Catherina van Beijsterveldt
10.1101/052829	Christel M Middeldorp	Christel Middeldorp
10.1101/052829	Dorret I Boomsma	Dorret Boomsma
10.1101/052829	Jouke-Jan Hottenga	Jouke-Jan Hottenga
10.1101/052829	Lannie Ligthart	Lannie Ligthart
10.1101/052829	Marcus M Munafo	Marcus Munafo
10.1101/052829	Michel G Nivard	Michel Nivard
10.1101/052829	Suzanne H Gage	Suzanne Gage
10.1101/052845	Anna Maria Langmueller	Anna Langmueller
10.1101/052845	Christian Schloetterer	Christian Schloetterer
10.1101/052845	Kathrin Anna Otte	Kathrin Otte
10.1101/052845	Pierre Nouhaud	Pierre Nouhaud
10.1101/052845	Robert Kofler	Robert Kofler
10.1101/052878	Chaolin Zhang	Chaolin Zhang
10.1101/052878	Cory Brouwer	Cory Brouwer
10.1101/052878	Weijun Luo	Weijun Luo
10.1101/052886	Benjamin Neale	Benjamin Neale
10.1101/052886	Bernie Devlin	Bernie Devlin
10.1101/052886	Daniel Howrigan	Daniel Howrigan
10.1101/052886	Daniel MacArthur	Daniel MacArthur
10.1101/052886	David Cutler	David Cutler
10.1101/052886	Dennis Wall	Dennis Wall
10.1101/052886	Elise Robinson	Elise Robinson
10.1101/052886	Jack Kosmicki	Jack Kosmicki
10.1101/052886	Joseph Buxbaum	Joseph Buxbaum
10.1101/052886	Kaitlin Samocha	Kaitlin Samocha
10.1101/052886	Kamil Slowikowski	Kamil Slowikowski
10.1101/052886	Kathryn Roeder	Kathryn Roeder
10.1101/052886	Konrad Karczewski	Konrad Karczewski
10.1101/052886	Mark Daly	Mark Daly
10.1101/052886	Monkol Lek	Monkol Lek
10.1101/052886	Stephan Sanders	Stephan Sanders
10.1101/052894	Hilde Wilkinson-Herbots	Hilde Wilkinson-Herbots
10.1101/052894	Rui J. Costa	Rui Costa
10.1101/052902	Andrew J Swafford	Andrew Swafford
10.1101/052902	Autum N Pairett	Autum Pairett
10.1101/052902	Daniel I Speiser	Daniel Speiser
10.1101/052902	Jeanne M Serb	Jeanne Serb
10.1101/052902	M Desmond Ramirez	M Ramirez
10.1101/052902	M Sabrina Pankey	M Pankey
10.1101/052902	Todd H. Oakley	Todd Oakley
10.1101/052910	Benjamin Haibe-Kains	Benjamin Haibe-Kains
10.1101/052910	Deena M.A. Gendoo	Deena Gendoo
10.1101/052910	Gregory M. Chen	Gregory Chen
10.1101/052910	Levi Waldron	Levi Waldron
10.1101/052910	Natchar Ratanasirigulchai	Natchar Ratanasirigulchai
10.1101/052928	Gordon J Berman	Gordon Berman
10.1101/052928	Joshua W Shaevitz	Joshua Shaevitz
10.1101/052928	William Bialek	William Bialek
10.1101/052936	Gary Ruvkun	Gary Ruvkun
10.1101/052936	Nicolas J Lehrbach	Nicolas Lehrbach
10.1101/052944	Julie Robotham	Julie Robotham
10.1101/052944	Neil M Ferguson	Neil Ferguson
10.1101/052944	Neil Woodford	Neil Woodford
10.1101/052944	Nichola R Naylor	Nichola Naylor
10.1101/052944	Pierre Nouvellet	Pierre Nouvellet
10.1101/052969	Catherine Penington	Catherine Penington
10.1101/052969	Matthew Simpson	Matthew Simpson
10.1101/052969	Scott McCue	Scott McCue
10.1101/052969	Wang Jin	Wang Jin
10.1101/052977	Evan Eggleston	Evan Eggleston
10.1101/052977	Guinevere Ashley	Guinevere Ashley
10.1101/052977	Kyra Firestone	Kyra Firestone
10.1101/052977	Needhi Bhalla	Needhi Bhalla
10.1101/052977	Tisha Bohr	Tisha Bohr
10.1101/052985	Brandon H. Schlomann	Brandon Schlomann
10.1101/052985	Ellie Melancon	Ellie Melancon
10.1101/052985	Judith S. Eisen	Judith Eisen
10.1101/052985	Julia Ganz	Julia Ganz
10.1101/052985	Karen Guillemin	Karen Guillemin
10.1101/052985	Matthew L. Jemielita	Matthew Jemielita
10.1101/052985	Raghuveer Parthasarathy	Raghuveer Parthasarathy
10.1101/052985	Ryan P. Baker	Ryan Baker
10.1101/052985	Savannah L. Logan	Savannah Logan
10.1101/052985	Travis J. Wiles	Travis Wiles
10.1101/052993	Ben Wilson	Ben Wilson
10.1101/052993	Dmitri Petrov	Dmitri Petrov
10.1101/052993	Pleuni Pennings	Pleuni Pennings
10.1101/053009	Angela Oliveira Pisco	Angela Pisco
10.1101/053009	Aymeric Fouquier d'Herouel	Aymeric d'Herouel
10.1101/053009	Sui Huang	Sui Huang
10.1101/053025	Arnaud Briet	Arnaud Briet
10.1101/053025	Francois Enault	Francois Enault
10.1101/053025	Lea Bouteille	Lea Bouteille
10.1101/053025	Marie-Agnes Petit	Marie-Agnes Petit
10.1101/053025	Matthew B Sullivan	Matthew Sullivan
10.1101/053025	Simon Roux	Simon Roux
10.1101/053033	Aaron S Jackson	Aaron Jackson
10.1101/053033	Adrian Bulat	Adrian Bulat
10.1101/053033	Alexandra J Burgess	Alexandra Burgess
10.1101/053033	Andrew P French	Andrew French
10.1101/053033	Darren M Wells	Darren Wells
10.1101/053033	Erik H Murchie	Erik Murchie
10.1101/053033	Georgios Tzimiropoulos	Georgios Tzimiropoulos
10.1101/053033	Jonathan A Atkinson	Jonathan Atkinson
10.1101/053033	Marcus Griffiths	Marcus Griffiths
10.1101/053033	Michael H Wilson	Michael Wilson
10.1101/053033	Michael P Pound	Michael Pound
10.1101/053033	Tony P Pridmore	Tony Pridmore
10.1101/053041	Agata Wesolowska Andersen	Agata Andersen
10.1101/053041	Andrew D. Smith	Andrew Smith
10.1101/053041	Celeste Eng	Celeste Eng
10.1101/053041	Cydney Rios	Cydney Rios
10.1101/053041	Eleazar Eskin	Eleazar Eskin
10.1101/053041	Esteban Burchard	Esteban Burchard
10.1101/053041	Franziska Gruhl	Franziska Gruhl
10.1101/053041	Harry Taegyun Yang	Harry Yang
10.1101/053041	Jose Rodriguez Santana	Jose Santana
10.1101/053041	Max A. Seibold	Max Seibold
10.1101/053041	Nicolas Strauli	Nicolas Strauli
10.1101/053041	Noah Zaitlen	Noah Zaitlen
10.1101/053041	Prescott G. Woodruff	Prescott Woodruff
10.1101/053041	Roberto Spreafico	Roberto Spreafico
10.1101/053041	Roel A. Ophoff	Roel Ophoff
10.1101/053041	Ryan D. Hernandez	Ryan Hernandez
10.1101/053041	Sagiv Shifman	Sagiv Shifman
10.1101/053041	Serghei Mangul	Serghei Mangul
10.1101/053041	Stephanie Christenson	Stephanie Christenson
10.1101/053041	Timothy Daley	Timothy Daley
10.1101/053058	Cheryl Cui	Cheryl Cui
10.1101/053058	Samuel Perli	Samuel Perli
10.1101/053058	Timothy K Lu	Timothy Lu
10.1101/053066	Andrei R Akhmetzhanov	Andrei Akhmetzhanov
10.1101/053066	Claire Gougat-Barbera	Claire Gougat-Barbera
10.1101/053066	Clara Torres-Barcelo	Clara Torres-Barcelo
10.1101/053066	James Gurney	James Gurney
10.1101/053066	Marie Vasse	Marie Vasse
10.1101/053066	Michael E Hochberg	Michael Hochberg
10.1101/053066	Oliver Kaltz	Oliver Kaltz
10.1101/053066	Robert Noble	Robert Noble
10.1101/053066	Simon Benateau	Simon Benateau
10.1101/053074	Mayukh Mukhopadhyay	Mayukh Mukhopadhyay
10.1101/053074	Parama Bhaumik	Parama Bhaumik
10.1101/053082	Alexis Ribas	Alexis Ribas
10.1101/053082	Aliou Sow	Aliou Sow
10.1101/053082	Ambroise Dalecky	Ambroise Dalecky
10.1101/053082	Carine Brouat	Carine Brouat
10.1101/053082	Caroline Tatard	Caroline Tatard
10.1101/053082	Christophe Diagne	Christophe Diagne
10.1101/053082	Khalilou Ba	Khalilou Ba
10.1101/053082	Mamadou Kane	Mamadou Kane
10.1101/053082	Mamoudou Diallo	Mamoudou Diallo
10.1101/053082	Mbacke Sembene	Mbacke Sembene
10.1101/053082	Nathalie Charbonnel	Nathalie Charbonnel
10.1101/053082	Odile Fossati-Gaschignard	Odile Fossati-Gaschignard
10.1101/053082	Philippe Gauthier	Philippe Gauthier
10.1101/053082	Sylvain Piry	Sylvain Piry
10.1101/053082	Voitto Haukisalmi	Voitto Haukisalmi
10.1101/053082	Youssoupha Niang	Youssoupha Niang
10.1101/053090	Adriana Alberti	Adriana Alberti
10.1101/053090	Alexander Loy	Alexander Loy
10.1101/053090	Bas E. Dutilh	Bas Dutilh
10.1101/053090	Bonnie T Poulos	Bonnie Poulos
10.1101/053090	Carlos M. M Duarte	Carlos Duarte
10.1101/053090	Celine Dimier	Celine Dimier
10.1101/053090	Corinne Cruaud	Corinne Cruaud
